beam_name,length,concrete_area,concrete_cover,steel_area,frp_area,insulation_thickness,insulation_depth,conc_strength,steel_strength,frp_strength,glass_transition,thermal_conductivity,specific_heat,total_load,load_ratio,fire_resistance
I4_ B996,2000,60000,38,379.84,71.4,19.0,76.0,31.0,436,1034,83,0.078,357000,81.76,72.03,145
I4_ B997,2720,60000,38,253.23,130.0,19.0,95.0,29.0,456,1100,80,0.067,308000,47.57,43.21,225
I4_ B998,1760,60000,38,253.23,102.0,19.0,95.0,38.0,458,1034,84,0.071,327000,59.15,55.47,170
I4_ B999,1920,60000,38,253.23,142.1,19.0,95.0,30.0,432,1034,84,0.075,342000,69.22,69.9,65
I4_ B1000,2360,60000,38,379.84,76.5,19.0,95.0,32.0,439,1138,87,0.09,414000,57.8,45.55,235
I4_ B1001,2060,60000,38,379.84,35.7,19.0,95.0,28.0,416,1138,84,0.072,331000,79.62,62.21,225
I4_ B1002,2720,60000,38,379.84,18.7,19.0,95.0,34.0,442,4318,85,0.085,388000,98.58,69.97,70
I4_ B1003,2420,60000,38,253.23,69.6,19.0,114.0,34.0,427,966,83,0.074,338000,49.14,47.17,225
I4_ B1004,2180,60000,38,253.23,71.4,19.0,114.0,37.0,449,1138,85,0.075,342000,59.59,56.37,60
I4_ B1005,1720,60000,38,253.23,61.2,19.0,114.0,36.0,430,1138,83,0.068,312000,99.34,69.99,70
I4_ B1006,2420,60000,38,379.84,33.6,19.0,114.0,29.0,442,4100,80,0.081,372000,46.75,48.65,270
I4_ B1007,1580,60000,38,379.84,76.5,19.0,114.0,40.0,421,1138,84,0.084,384000,93.57,56.52,210
I4_ B1008,2480,60000,38,379.84,23.8,19.0,114.0,29.0,442,4840,75,0.089,407000,88.96,71.12,50
I4_ B1009,1540,75000,25,253.23,81.6,19.0,0.0,28.0,442,1138,88,0.084,384000,93.13,47.72,110
I4_ B1010,2140,75000,25,253.23,31.2,19.0,0.0,32.0,424,4100,76,0.09,414000,70.38,61.02,40
I4_ B1011,1740,75000,25,253.23,90.0,19.0,0.0,40.0,426,1100,72,0.095,437000,102.12,70.24,25
I4_ B1012,3680,75000,25,395.91,102.0,19.0,0.0,38.0,419,1138,82,0.094,429000,29.96,45.54,140
I4_ B1013,3960,75000,25,395.91,43.2,19.0,0.0,34.0,426,4100,72,0.067,308000,42.94,61.89,30
I4_ B1014,3620,75000,25,395.91,132.6,19.0,0.0,36.0,457,1068,87,0.067,308000,51.87,70.57,65
I4_ B1015,2320,75000,25,379.84,43.2,19.0,0.0,36.0,456,4100,81,0.098,448000,59.77,42.41,145
I4_ B1016,2480,75000,25,379.84,132.6,19.0,0.0,37.0,415,1034,87,0.073,334000,67.91,58.12,95
I4_ B1017,1920,75000,25,379.84,127.5,19.0,0.0,39.0,426,1138,83,0.076,350000,108.14,64.92,25
I4_ B1018,1820,75000,25,253.23,19.8,19.0,25.0,39.0,425,4318,82,0.08,365000,55.91,34.57,150
I4_ B1019,1760,75000,25,253.23,121.8,19.0,25.0,35.0,417,1068,82,0.071,323000,55.33,50.79,100
I4_ B1020,2080,75000,25,253.23,91.8,19.0,25.0,39.0,447,1068,82,0.082,376000,84.92,41.13,30
I4_ B1021,4800,75000,25,395.91,127.6,19.0,25.0,33.0,459,966,83,0.08,365000,22.36,44.78,125
I4_ B1022,3780,75000,25,395.91,42.9,19.0,25.0,39.0,422,4123,85,0.097,445000,32.19,40.18,115
I4_ B1023,4840,75000,25,395.91,42.5,19.0,25.0,33.0,458,4840,72,0.08,365000,38.07,69.91,40
I4_ B1024,1780,75000,25,379.84,173.4,19.0,25.0,39.0,446,1034,88,0.077,353000,79.09,42.49,165
I4_ B1025,1720,75000,25,379.84,223.3,19.0,25.0,34.0,436,1068,83,0.091,418000,168.39,62.61,35
I4_ B1026,1540,75000,25,379.84,42.5,19.0,25.0,30.0,423,4840,74,0.09,414000,166.38,69.82,40
I4_ B1027,1940,75000,25,253.23,66.3,19.0,50.0,28.0,424,1138,87,0.091,418000,39.92,43.39,125
I4_ B1028,2440,75000,25,253.23,130.0,19.0,50.0,31.0,442,1100,72,0.087,399000,55.69,42.57,40
I4_ B1029,2740,75000,25,253.23,90.0,19.0,50.0,39.0,451,1100,80,0.072,331000,49.81,42.68,45
I4_ B1030,3680,75000,25,395.91,43.2,19.0,50.0,36.0,451,4100,75,0.096,441000,34.13,37.72,150
I4_ B1031,3940,75000,25,395.91,112.2,19.0,50.0,32.0,435,1138,85,0.076,350000,36.44,57.64,120
I4_ B1032,4760,75000,25,395.91,180.0,19.0,50.0,39.0,423,1100,82,0.07,319000,40.89,59.8,55
I4_ B1033,2480,75000,25,379.84,132.6,19.0,50.0,40.0,435,1034,82,0.081,372000,62.85,33.31,190
I4_ B1034,1720,75000,25,379.84,263.9,19.0,50.0,39.0,452,1034,86,0.069,315000,114.96,44.45,30
I4_ B1035,2420,75000,25,379.84,34.0,19.0,50.0,35.0,451,4840,85,0.068,312000,110.09,70.57,50
I4_ B1036,2640,75000,25,253.23,31.2,19.0,62.5,35.0,425,4100,83,0.088,403000,55.73,47.14,150
I4_ B1037,2000,75000,25,253.23,110.0,19.0,62.5,34.0,434,1100,73,0.091,418000,74.71,61.46,50
I4_ B1038,1520,75000,25,253.23,121.8,19.0,62.5,32.0,431,1068,83,0.094,429000,110.42,32.67,30
I4_ B1039,3600,75000,25,395.91,153.0,19.0,62.5,33.0,433,1068,85,0.09,414000,37.1,48.28,160
I4_ B1040,4540,75000,25,395.91,153.0,19.0,62.5,29.0,458,1068,83,0.084,384000,34.26,59.12,120
I4_ B1041,5140,75000,25,395.91,43.2,19.0,62.5,35.0,419,4100,76,0.07,319000,36.07,60.81,55
I4_ B1042,1560,75000,25,379.84,180.0,19.0,62.5,31.0,428,1100,83,0.095,433000,115.06,47.64,160
I4_ B1043,2220,75000,25,379.84,183.6,19.0,62.5,29.0,450,1068,82,0.073,334000,82.53,46.02,145
I4_ B1044,2480,75000,25,379.84,43.2,19.0,62.5,29.0,446,4100,79,0.098,448000,85.32,62.03,40
I4_ B1045,1920,75000,25,253.23,18.7,19.0,75.0,33.0,438,4318,81,0.076,350000,56.5,44.06,200
I4_ B1046,2720,75000,25,253.23,91.8,19.0,75.0,29.0,433,1068,87,0.081,372000,52.25,31.83,170
I4_ B1047,2520,75000,25,253.23,122.4,19.0,75.0,35.0,425,1034,86,0.095,433000,85.7,70.73,65
I4_ B1048,4160,75000,25,395.91,145.0,19.0,75.0,37.0,438,966,88,0.068,312000,29.59,45.4,190
I4_ B1049,3600,75000,25,395.91,263.9,19.0,75.0,33.0,459,1068,82,0.09,414000,43.02,57.28,65
I4_ B1050,3900,75000,25,395.91,42.9,19.0,75.0,40.0,431,4123,82,0.072,331000,43.42,53.08,55
I4_ B1051,2140,75000,25,379.84,122.4,19.0,75.0,36.0,421,1068,83,0.085,388000,61.97,45.1,185
I4_ B1052,1840,75000,25,379.84,127.5,19.0,75.0,36.0,429,1138,87,0.089,407000,122.85,51.26,45
I4_ B1053,1800,75000,25,379.84,182.7,19.0,75.0,35.0,435,1068,87,0.069,315000,157.1,42.31,35
I4_ B1054,2500,75000,38,253.23,42.9,19.0,0.0,28.0,457,4123,78,0.09,414000,48.7,48.33,125
I4_ B1055,1800,75000,38,253.23,66.3,19.0,0.0,30.0,420,1138,88,0.095,437000,90.11,57.65,35
I4_ B1056,1640,75000,38,253.23,25.5,19.0,0.0,28.0,439,4840,72,0.09,410000,122.11,69.59,30
I4_ B1057,3780,75000,38,395.91,56.1,19.0,0.0,29.0,433,4123,83,0.088,403000,28.25,46.77,185
I4_ B1058,4000,75000,38,395.91,27.5,19.0,0.0,37.0,446,4318,81,0.072,331000,36.49,52.7,145
I4_ B1059,3660,75000,38,395.91,39.1,19.0,0.0,37.0,425,4840,83,0.091,418000,49.55,68.93,40
I4_ B1060,2400,75000,38,379.84,170.0,19.0,0.0,35.0,445,1100,81,0.095,437000,51.8,44.84,185
I4_ B1061,2560,75000,38,379.84,180.0,19.0,0.0,36.0,460,1100,75,0.078,357000,98.36,55.41,130
I4_ B1062,2100,75000,38,379.84,139.2,19.0,0.0,37.0,427,966,85,0.075,342000,96.72,68.27,40
I4_ B1063,2040,75000,38,253.23,91.8,19.0,38.0,30.0,451,1068,83,0.076,346000,53.58,42.57,120
I4_ B1064,2660,75000,38,253.23,29.7,19.0,38.0,37.0,447,4123,76,0.097,445000,40.6,59.09,85
I4_ B1065,1980,75000,38,253.23,22.0,19.0,38.0,35.0,450,4318,73,0.095,433000,102.35,66.55,40
I4_ B1066,4160,75000,38,395.91,223.3,19.0,38.0,39.0,440,1034,85,0.076,350000,27.5,45.06,180
I4_ B1067,4960,75000,38,395.91,127.5,19.0,38.0,27.0,448,1138,88,0.08,365000,31.76,56.72,55
I4_ B1068,5220,75000,38,395.91,23.1,19.0,38.0,34.0,421,4318,75,0.081,372000,28.66,68.17,70
I4_ B1069,2420,75000,38,379.84,91.8,19.0,38.0,39.0,439,1138,85,0.074,338000,56.32,40.18,230
I4_ B1070,2160,75000,38,379.84,127.6,19.0,38.0,33.0,460,966,88,0.087,399000,82.61,60.12,45
I4_ B1071,2300,75000,38,379.84,182.7,19.0,38.0,27.0,423,1068,83,0.076,346000,113.02,43.41,30
I4_ B1072,1940,75000,38,253.23,91.8,19.0,76.0,39.0,426,1068,88,0.083,380000,57.86,27.4,190
I4_ B1073,2600,75000,38,253.23,121.8,19.0,76.0,40.0,442,1068,85,0.081,369000,38.27,23.51,180
I4_ B1074,2340,75000,38,253.23,22.1,19.0,76.0,35.0,450,4840,79,0.096,441000,58.98,51.16,45
I4_ B1075,5080,75000,38,395.91,182.7,19.0,76.0,38.0,434,1068,86,0.086,395000,22.13,27.13,230
I4_ B1076,3720,75000,38,395.91,43.2,19.0,76.0,36.0,453,4100,73,0.078,357000,34.14,45.81,175
I4_ B1077,4100,75000,38,395.91,42.5,19.0,76.0,34.0,448,4840,73,0.071,327000,45.69,69.53,65
I4_ B1078,1820,75000,38,379.84,223.3,19.0,76.0,27.0,460,1068,87,0.071,323000,75.61,48.3,240
I4_ B1079,1820,75000,38,379.84,180.0,19.0,76.0,27.0,448,1100,82,0.096,441000,107.73,52.35,40
I4_ B1080,2060,75000,38,379.84,182.7,19.0,76.0,39.0,440,1068,85,0.076,346000,145.59,41.15,40
I4_ B1081,1560,75000,38,253.23,121.8,19.0,95.0,27.0,447,1068,86,0.08,365000,68.03,22.76,260
I4_ B1082,1700,75000,38,253.23,121.8,19.0,95.0,37.0,448,1068,87,0.092,422000,79.73,25.72,180
I4_ B1083,2660,75000,38,253.23,182.7,19.0,95.0,34.0,450,1034,84,0.07,319000,59.13,39.44,45
I4_ B1084,5500,75000,38,395.91,52.8,19.0,95.0,27.0,417,4100,76,0.077,353000,19.28,43.04,270
I4_ B1085,4280,75000,38,395.91,130.0,19.0,95.0,40.0,439,1100,77,0.069,315000,30.22,43.69,180
I4_ B1086,3960,75000,38,395.91,30.6,19.0,95.0,39.0,426,4840,76,0.097,445000,40.9,60.28,55
I4_ B1087,2000,75000,38,379.84,27.5,19.0,95.0,30.0,433,4318,80,0.087,399000,62.71,47.0,240
I4_ B1088,2340,75000,38,379.84,43.2,19.0,95.0,36.0,428,4100,80,0.082,376000,69.52,45.55,200
I4_ B1089,1620,75000,38,379.84,35.7,19.0,95.0,32.0,436,4840,81,0.086,395000,167.01,69.68,50
I4_ B1090,1980,75000,38,253.23,112.2,19.0,114.0,29.0,443,1034,85,0.081,369000,53.73,43.43,270
I4_ B1091,2000,75000,38,253.23,75.4,19.0,114.0,36.0,430,966,83,0.071,327000,51.86,38.78,245
I4_ B1092,1520,75000,38,253.23,19.8,19.0,114.0,39.0,459,4318,75,0.074,338000,116.65,56.33,55
I4_ B1093,4600,75000,38,395.91,27.5,19.0,114.0,39.0,434,4318,77,0.068,312000,23.45,40.05,285
I4_ B1094,3800,75000,38,395.91,243.6,19.0,114.0,37.0,433,1034,88,0.081,372000,35.56,52.43,190
I4_ B1095,3700,75000,38,395.91,127.5,19.0,114.0,27.0,431,1138,86,0.091,418000,48.89,70.27,70
I4_ B1096,2220,75000,38,379.84,132.6,19.0,114.0,27.0,422,1068,85,0.073,334000,55.58,35.63,280
I4_ B1097,1740,75000,38,379.84,182.7,19.0,114.0,31.0,418,1068,86,0.081,372000,118.17,32.56,215
I4_ B1098,1680,75000,38,379.84,127.5,19.0,114.0,29.0,435,1138,88,0.099,452000,170.42,70.06,65
I4_ B1099,5400,90000,25,395.91,127.6,19.0,0.0,38.0,457,966,86,0.087,399000,25.2,46.36,125
I4_ B1100,3760,90000,25,395.91,156.6,19.0,0.0,39.0,443,966,85,0.085,391000,37.92,51.61,85
I4_ B1101,4420,90000,25,395.91,52.8,19.0,0.0,31.0,421,4123,84,0.075,342000,42.73,71.24,40
I4_ B1102,2800,90000,25,379.84,223.3,19.0,0.0,37.0,436,1068,82,0.074,338000,48.54,42.69,10
I4_ B1103,1880,90000,25,379.84,163.2,19.0,0.0,30.0,425,1068,87,0.093,426000,92.84,58.38,30
I4_ B1104,2300,90000,25,379.84,163.2,19.0,0.0,37.0,451,1068,87,0.096,441000,114.95,69.48,40
I4_ B1105,5060,90000,25,395.91,107.1,19.0,25.0,34.0,437,1138,82,0.074,338000,22.54,43.42,130
I4_ B1106,4100,90000,25,395.91,22.0,19.0,25.0,37.0,417,4318,84,0.095,433000,32.07,58.59,95
I4_ B1107,4280,90000,25,395.91,122.4,19.0,25.0,31.0,457,1138,82,0.09,410000,41.3,70.91,45
I4_ B1108,1940,90000,25,379.84,46.2,19.0,25.0,40.0,425,4123,83,0.072,331000,75.14,46.2,160
I4_ B1109,1660,90000,25,379.84,112.2,19.0,25.0,40.0,420,1138,88,0.097,445000,137.67,42.04,85
I4_ B1110,2560,90000,25,379.84,182.7,19.0,25.0,39.0,419,1068,88,0.08,365000,82.84,36.45,35
I4_ B1111,4080,90000,25,395.91,153.0,19.0,50.0,39.0,414,1034,88,0.096,441000,27.94,42.35,160
I4_ B1112,4760,90000,25,395.91,132.6,19.0,50.0,40.0,424,1068,87,0.073,334000,31.1,59.12,70
I4_ B1113,4640,90000,25,395.91,121.8,19.0,50.0,32.0,439,966,88,0.088,403000,38.48,71.43,80
I4_ B1114,1940,90000,25,379.84,263.9,19.0,50.0,40.0,460,1034,85,0.089,407000,75.55,43.63,145
I4_ B1115,2000,90000,25,379.84,33.0,19.0,50.0,40.0,428,4318,84,0.067,308000,91.5,52.86,55
I4_ B1116,2020,90000,25,379.84,52.8,19.0,50.0,40.0,453,4123,77,0.094,429000,158.52,70.21,60
I4_ B1117,3600,90000,25,395.91,243.6,19.0,62.5,35.0,452,1068,83,0.09,410000,35.24,42.67,195
I4_ B1118,4840,90000,25,395.91,55.2,19.0,62.5,27.0,440,4100,79,0.09,410000,32.25,52.99,130
I4_ B1119,5240,90000,25,395.91,183.6,19.0,62.5,28.0,427,1034,87,0.085,388000,37.47,70.21,70
I4_ B1120,2260,90000,25,379.84,91.8,19.0,62.5,31.0,425,1138,84,0.082,376000,64.85,42.18,240
I4_ B1121,2560,90000,25,379.84,153.0,19.0,62.5,37.0,418,1068,84,0.066,304000,114.11,62.62,60
I4_ B1122,1940,90000,25,379.84,107.1,19.0,62.5,39.0,446,1138,82,0.079,361000,109.14,65.47,65
I4_ B1123,4000,90000,25,395.91,162.4,19.0,75.0,27.0,426,966,82,0.087,399000,28.7,44.0,195
I4_ B1124,3720,90000,25,395.91,263.9,19.0,75.0,32.0,434,1034,83,0.07,319000,41.11,60.57,75
I4_ B1125,5300,90000,25,395.91,32.3,19.0,75.0,34.0,417,4840,82,0.067,308000,32.49,70.1,70
I4_ B1126,2260,90000,25,379.84,263.9,19.0,75.0,28.0,457,1068,84,0.067,308000,77.89,43.81,225
I4_ B1127,2660,90000,25,379.84,163.2,19.0,75.0,32.0,455,1034,83,0.086,395000,75.38,43.42,155
I4_ B1128,2740,90000,25,379.84,37.4,19.0,75.0,30.0,449,4840,85,0.086,395000,100.79,70.29,80
I4_ B1129,4620,90000,38,395.91,182.7,19.0,0.0,38.0,434,1034,82,0.071,323000,25.52,47.06,230
I4_ B1130,4220,90000,38,395.91,30.8,19.0,0.0,32.0,457,4318,77,0.077,353000,33.62,53.27,155
I4_ B1131,4940,90000,38,395.91,107.1,19.0,0.0,40.0,436,1138,84,0.079,361000,37.06,64.23,65
I4_ B1132,2520,90000,38,379.84,150.0,19.0,0.0,36.0,420,1100,77,0.071,323000,80.69,47.78,170
I4_ B1133,1660,90000,38,379.84,163.2,19.0,0.0,28.0,453,1068,86,0.09,414000,148.54,59.03,30
I4_ B1134,2380,90000,38,379.84,173.4,19.0,0.0,38.0,449,1034,85,0.097,445000,140.99,69.22,35
I4_ B1135,4640,90000,38,395.91,127.5,19.0,38.0,32.0,457,1138,83,0.075,342000,24.87,45.11,205
I4_ B1136,4160,90000,38,395.91,102.0,19.0,38.0,37.0,440,1138,85,0.074,338000,39.91,58.72,55
I4_ B1137,5240,90000,38,395.91,36.0,19.0,38.0,40.0,442,4100,82,0.072,331000,35.25,69.11,80
I4_ B1138,2640,90000,38,379.84,145.0,19.0,38.0,33.0,455,966,86,0.09,414000,47.64,42.59,175
I4_ B1139,2280,90000,38,379.84,150.8,19.0,38.0,39.0,442,966,83,0.082,376000,85.49,60.18,50
I4_ B1140,1640,90000,38,379.84,127.6,19.0,38.0,40.0,417,966,83,0.072,331000,140.02,57.65,45
I4_ B1141,3880,90000,38,395.91,200.0,19.0,76.0,31.0,452,1100,76,0.084,384000,33.95,47.41,195
I4_ B1142,3780,90000,38,395.91,127.6,19.0,76.0,36.0,445,966,86,0.077,353000,32.68,45.08,235
I4_ B1143,5480,90000,38,395.91,122.4,19.0,76.0,40.0,459,1138,83,0.092,422000,35.53,67.86,65
I4_ B1144,2280,90000,38,379.84,96.9,19.0,76.0,31.0,427,1138,82,0.092,422000,47.39,42.8,300
I4_ B1145,1540,90000,38,379.84,102.0,19.0,76.0,30.0,423,1138,87,0.084,384000,101.35,53.31,195
I4_ B1146,2760,90000,38,379.84,37.4,19.0,76.0,39.0,457,4840,77,0.075,342000,77.17,59.85,45
I4_ B1147,3960,90000,38,395.91,52.8,19.0,95.0,37.0,415,4123,79,0.071,327000,30.44,32.36,280
I4_ B1148,3520,90000,38,395.91,107.1,19.0,95.0,29.0,430,1138,83,0.095,433000,41.87,60.25,60
I4_ B1149,5440,90000,38,395.91,46.2,19.0,95.0,33.0,426,4123,84,0.074,338000,28.05,70.49,90
I4_ B1150,2480,90000,38,379.84,243.6,19.0,95.0,36.0,449,1034,85,0.082,376000,72.78,26.41,270
I4_ B1151,1720,90000,38,379.84,243.6,19.0,95.0,33.0,445,1034,88,0.079,361000,95.93,34.53,200
I4_ B1152,2280,90000,38,379.84,49.5,19.0,95.0,33.0,453,4123,79,0.076,346000,118.19,70.65,70
I4_ B1153,4020,90000,38,395.91,38.4,19.0,114.0,32.0,416,4100,76,0.068,312000,30.13,36.42,280
I4_ B1154,4420,90000,38,395.91,182.7,19.0,114.0,40.0,435,1068,84,0.085,391000,31.43,27.56,250
I4_ B1155,4580,90000,38,395.91,52.8,19.0,114.0,27.0,414,4100,83,0.083,380000,35.73,70.09,55
I4_ B1156,2440,90000,38,379.84,223.3,19.0,114.0,32.0,427,1068,83,0.075,342000,78.25,45.09,255
I4_ B1157,1600,90000,38,379.84,223.3,19.0,114.0,35.0,440,1034,84,0.09,410000,136.92,59.51,45
I4_ B1158,2340,90000,38,379.84,107.1,19.0,114.0,32.0,415,1138,82,0.083,380000,93.71,67.61,70
I4_ B1159,5100,87500,25,395.91,183.6,19.0,0.0,28.0,459,1034,88,0.075,342000,28.86,42.78,115
I4_ B1160,4880,87500,25,395.91,48.0,19.0,0.0,38.0,451,4100,75,0.099,452000,42.75,57.41,35
I4_ B1161,3600,87500,25,395.91,223.3,19.0,0.0,30.0,433,1068,88,0.069,315000,55.63,70.27,45
I4_ B1162,2460,87500,25,379.84,59.4,19.0,0.0,30.0,440,4123,72,0.097,445000,73.81,44.36,155
I4_ B1163,1940,87500,25,379.84,223.3,19.0,0.0,35.0,429,1034,86,0.086,395000,121.19,58.14,40
I4_ B1164,2440,87500,25,379.84,102.0,19.0,0.0,37.0,433,1138,83,0.085,391000,146.59,66.18,30
I4_ B1165,4180,87500,25,395.91,48.0,19.0,25.0,34.0,443,4100,82,0.089,407000,35.45,47.02,120
I4_ B1166,3560,87500,25,395.91,27.5,19.0,25.0,39.0,420,4318,80,0.091,418000,46.66,56.13,90
I4_ B1167,4260,87500,25,395.91,42.5,19.0,25.0,32.0,434,4840,77,0.1,456000,58.14,69.72,55
I4_ B1168,2000,87500,25,379.84,27.5,19.0,25.0,29.0,446,4318,83,0.071,323000,94.5,44.79,130
I4_ B1169,2520,87500,25,379.84,27.5,19.0,25.0,38.0,444,4318,79,0.088,403000,80.94,60.2,40
I4_ B1170,2660,87500,25,379.84,173.4,19.0,25.0,32.0,421,1034,83,0.096,441000,139.89,70.37,50
I4_ B1171,4700,87500,25,395.91,37.4,19.0,50.0,40.0,420,4840,78,0.073,334000,29.75,47.3,145
I4_ B1172,4100,87500,25,395.91,145.0,19.0,50.0,32.0,414,966,82,0.066,304000,45.08,57.6,60
I4_ B1173,5200,87500,25,395.91,42.5,19.0,50.0,28.0,451,4840,84,0.076,350000,39.98,70.3,55
I4_ B1174,2140,87500,25,379.84,127.5,19.0,50.0,28.0,428,1138,87,0.082,376000,109.13,42.71,155
I4_ B1175,1580,87500,25,379.84,127.5,19.0,50.0,35.0,450,1138,84,0.084,384000,145.82,55.33,35
I4_ B1176,2220,87500,25,379.84,183.6,19.0,50.0,33.0,416,1034,87,0.078,357000,130.38,59.83,45
I4_ B1177,4720,87500,25,395.91,102.0,19.0,62.5,30.0,421,1138,87,0.099,452000,25.33,43.11,175
I4_ B1178,5500,87500,25,395.91,263.9,19.0,62.5,29.0,417,1068,88,0.071,327000,39.32,45.01,60
I4_ B1179,3800,87500,25,395.91,180.0,19.0,62.5,36.0,432,1100,84,0.073,334000,64.48,60.49,55
I4_ B1180,1600,87500,25,379.84,122.4,19.0,62.5,30.0,458,1138,87,0.071,323000,127.88,42.58,235
I4_ B1181,1920,87500,25,379.84,243.6,19.0,62.5,38.0,454,1068,82,0.073,334000,159.79,57.53,45
I4_ B1182,2040,87500,25,379.84,30.6,19.0,62.5,39.0,420,4840,78,0.067,308000,131.75,60.77,55
I4_ B1183,5280,87500,25,395.91,180.0,19.0,75.0,39.0,422,1100,83,0.086,395000,27.73,36.87,195
I4_ B1184,3660,87500,25,395.91,263.9,19.0,75.0,38.0,423,1034,87,0.09,414000,48.43,41.2,50
I4_ B1185,3560,87500,25,395.91,27.5,19.0,75.0,32.0,446,4318,73,0.093,426000,62.24,69.92,45
I4_ B1186,1840,87500,25,379.84,180.0,19.0,75.0,29.0,416,1100,72,0.072,331000,112.24,41.79,210
I4_ B1187,1560,87500,25,379.84,43.2,19.0,75.0,35.0,427,4100,81,0.094,429000,217.03,54.76,40
I4_ B1188,2160,87500,25,379.84,116.0,19.0,75.0,27.0,459,966,85,0.1,456000,105.08,71.18,50
I4_ B1189,3660,87500,38,395.91,59.4,19.0,0.0,35.0,424,4123,76,0.069,315000,35.63,45.06,185
I4_ B1190,3900,87500,38,395.91,127.5,19.0,0.0,33.0,451,1138,87,0.085,388000,47.47,61.03,35
I4_ B1191,5120,87500,38,395.91,59.4,19.0,0.0,40.0,450,4123,83,0.081,372000,43.33,70.01,35
I4_ B1192,2040,87500,38,379.84,42.5,19.0,0.0,29.0,420,4840,83,0.089,407000,102.94,45.11,160
I4_ B1193,1940,87500,38,379.84,43.2,19.0,0.0,36.0,434,4100,83,0.1,456000,141.58,55.7,135
I4_ B1194,1640,87500,38,379.84,170.0,19.0,0.0,31.0,432,1100,84,0.088,403000,142.83,70.48,30
I4_ B1195,4160,87500,38,395.91,59.4,19.0,38.0,36.0,440,4123,76,0.069,315000,35.01,41.33,145
I4_ B1196,3840,87500,38,395.91,182.7,19.0,38.0,34.0,447,1068,87,0.071,323000,42.22,36.76,155
I4_ B1197,4320,87500,38,395.91,59.4,19.0,38.0,38.0,439,4123,85,0.077,353000,49.57,60.39,45
I4_ B1198,1940,87500,38,379.84,263.9,19.0,38.0,35.0,445,1034,83,0.085,388000,124.96,34.35,185
I4_ B1199,1700,87500,38,379.84,127.5,19.0,38.0,35.0,444,1138,87,0.082,376000,174.57,51.08,125
I4_ B1200,2400,87500,38,379.84,127.5,19.0,38.0,34.0,451,1138,86,0.085,391000,100.61,70.11,45
I4_ B1201,4960,87500,38,395.91,145.0,19.0,76.0,27.0,425,966,82,0.095,433000,29.36,46.47,220
I4_ B1202,3760,87500,38,395.91,153.0,19.0,76.0,32.0,425,1068,84,0.095,433000,45.45,60.18,70
I4_ B1203,5360,87500,38,395.91,42.5,19.0,76.0,28.0,447,4840,79,0.085,391000,41.06,70.1,80
I4_ B1204,2520,87500,38,379.84,102.0,19.0,76.0,40.0,457,1138,88,0.081,369000,65.58,45.76,210
I4_ B1205,2180,87500,38,379.84,43.2,19.0,76.0,27.0,416,4100,82,0.1,456000,132.23,53.47,40
I4_ B1206,2160,87500,38,379.84,163.2,19.0,76.0,35.0,445,1068,82,0.077,353000,151.97,69.92,60
I4_ B1207,4360,87500,38,395.91,91.8,19.0,95.0,39.0,426,1138,86,0.07,319000,29.06,39.35,260
I4_ B1208,5100,87500,38,395.91,133.4,19.0,95.0,32.0,430,966,86,0.086,395000,33.41,61.1,65
I4_ B1209,4300,87500,38,395.91,42.5,19.0,95.0,31.0,460,4840,80,0.092,422000,52.14,70.26,50
I4_ B1210,1860,87500,38,379.84,150.0,19.0,95.0,39.0,420,1100,79,0.076,346000,89.04,45.2,225
I4_ B1211,2100,87500,38,379.84,150.0,19.0,95.0,35.0,430,1100,77,0.071,323000,84.16,55.54,215
I4_ B1212,2420,87500,38,379.84,122.4,19.0,95.0,37.0,444,1138,82,0.096,441000,158.99,65.57,45
I4_ B1213,4140,87500,38,395.91,43.2,19.0,114.0,38.0,436,4100,85,0.095,433000,30.78,38.25,260
I4_ B1214,3720,87500,38,395.91,145.0,19.0,114.0,33.0,432,966,82,0.076,346000,42.76,54.87,205
I4_ B1215,5280,87500,38,395.91,60.0,19.0,114.0,27.0,445,4100,85,0.07,319000,39.63,70.39,65
I4_ B1216,2740,87500,38,379.84,42.5,19.0,114.0,28.0,424,4840,75,0.091,418000,62.34,47.01,260
I4_ B1217,1680,87500,38,379.84,59.4,19.0,114.0,36.0,452,4123,81,0.068,312000,179.59,45.79,215
I4_ B1218,2460,87500,38,379.84,50.4,19.0,114.0,30.0,446,4100,81,0.096,441000,99.32,70.49,45
I4_ B1219,3600,105000,25,395.91,127.6,19.0,0.0,34.0,430,966,84,0.08,365000,37.46,47.85,130
I4_ B1220,4420,105000,25,395.91,112.2,19.0,0.0,29.0,421,1138,82,0.075,342000,41.4,55.87,85
I4_ B1221,4360,105000,25,395.91,132.6,19.0,0.0,29.0,455,1138,85,0.082,376000,49.46,71.0,60
I4_ B1222,2300,105000,25,379.84,122.4,19.0,0.0,40.0,436,1068,87,0.079,361000,90.38,43.4,140
I4_ B1223,1780,105000,25,379.84,153.0,19.0,0.0,36.0,449,1034,83,0.082,376000,102.51,53.92,120
I4_ B1224,2700,105000,25,379.84,48.0,19.0,0.0,35.0,438,4100,74,0.09,410000,128.21,70.06,30
I4_ B1225,4120,105000,25,593.87,365.4,19.0,0.0,30.0,414,1034,87,0.07,319000,46.53,45.4,175
I4_ B1226,4820,105000,25,593.87,52.8,19.0,0.0,36.0,417,4100,79,0.093,426000,51.63,61.41,95
I4_ B1227,4900,105000,25,593.87,127.6,19.0,0.0,35.0,431,966,84,0.085,391000,60.51,71.03,40
